Combinations,Count
"('CHENNA - 15', 'COFFEE')",1
"('CHENNA - 10', 'CHENNA - 15')",1
"('EGG PODIMAS', 'MASALA PURI')",1
"('COKE', 'WHITE CHICKEN MASALA')",1
"('BAAJEE', 'EGG PODIMAS')",1
"('CHICKEN BRIYANI', 'CHICKEN CHILLI PARATHA')",1
"('CHICKEN 65', 'EGG CHILLI PARATHA')",1
"('LEMONJUICE', 'WATER MELON')",1
"('SEZWAN CHICKEN FRIED NOODLES', 'SPRITE MINI')",1
"('CHANNA SAMOSA', 'GHEE DOSA')",1
"('PANEER MANCHURIAN', 'WHITE CHICKEN MASALA')",1
"('BOOST', 'COLD COFFEE')",1
"('DAHI PAPADI CHAT', 'OREO')",1
"('BHEL PURI', 'OREO MILK SHAKE')",1
"('MOSAMBI', 'THAMSUP')",1
"('COKE MEDIUM', 'POMEGRANATE JUICE')",1
"('CURD RICE', 'LEMONJUICE')",1
"('COKE', 'VEG BIRIYANI')",1
"('COKE', 'MINI MEALS')",1
"('COKE MEDIUM', 'MOSAMBI')",1
"('EGG BIRIYANI', 'LEMON RICE')",1
"('COLD COFFEE', 'SAMBAR VADA')",1
"('CHICKEN MASALA', 'WATER BOTTLE - 20')",1
"('CHICKEN MASALA', 'GOBI FRIED RICE')",1
"('COLOURS - 25', 'LEMON JUICE')",1
"('BHEL PURI', 'LEMON JUICE')",1
"('KALAKKI', 'PAPER DOSA')",1
"('SEV PURI', 'SEZWAN CHICKEN FRIED RICE')",1
"('PANEER MANCHURIAN', 'SAMOSA')",1
"('SAMOSA', 'WHITE CHICKEN MASALA')",1
"('CHICKEN FRIED RICE', 'OMLETTE')",1
"('GOBI MANCHURIAN', 'THAMSUP')",1
"('EGG FRIED NOODLES', 'OMLETTE')",1
"('CHICKEN 65', 'PAROTTA')",1
"('CHICKEN PODI MASS', 'VEG FRIED RICE')",1
"('BUTTER SCOTCH MINI', 'CURD RICE')",1
"('EGG CHILLI PARATHA', 'SEZWAN CHICKEN FRIED RICE')",1
"('PARATHA', 'SEZWAN CHICKEN FRIED RICE')",1
"('BISCUIT - 10', 'SEV PURI')",1
"('CHILLI CHICKEN', 'COLD BOURNVITA')",1
"('CHICKEN FRIED RICE', 'COLD BOURNVITA')",1
"('ONION UTHAPPAM', 'SEV PURI')",1
"('LEMON JUICE', 'SEZWAN VEG FRIED RICE')",1
"('BUTTER MILK', 'SEZWAN VEG FRIED RICE')",1
"('CHAPATHI -1', 'RASAM RICE')",1
"('PAPER DOSA', 'VADA')",1
"('CHICKEN MASALA', 'VEG FRIED RICE')",1
"('EXTRA', 'PONGAL')",1
"('COLD BOOST', 'GHEE DOSA')",1
"('CHICKEN MASALA', 'CHICKEN NOODLES')",1
"('POMEGRANATE JUICE', 'SPRITE MEDIUM')",1
"('LEMON RICE', 'PANEER FRIED RICE')",1
"('COFFEE', 'GOBI MANCHURIAN')",1
"('EGG FRIED RICE', 'PANIYARAM')",1
"('DAHI PURI', 'EGG FRIED RICE')",1
"('PANEER MANCHURIAN', 'WATER BOTTLE - 10')",1
"('CHICKEN PODI MASS', 'PANEER MANCHURIAN')",1
"('CHAPATHI -1', 'PANEER MANCHURIAN')",1
"('CHICKEN MANCHURIAN', 'CHILLI PARTHA')",1
"('DAHI PAPADI CHAT', 'GOBI MANCHURIAN')",1
"('DAHI PAPADI CHAT', 'EGG PODIMAS')",1
"('CHANNA MASALA', 'COKE MINI')",1
"('BOOST', 'SAMOSA CHAT')",1
"('BUTTER SCOTCH', 'EXTRA')",1
"('PEPPER CHICKEN', 'WATER BOTTLE - 20')",1
"('MIX CHAT', 'ONION DOSAI')",1
"('BOURNVITA', 'MASALA PURI')",1
"('EGG FRIED NOODLES', 'VEG NOODLES')",1
"('CHILLI PARTHA', 'COKE MEDIUM')",1
"('COKE MEDIUM', 'PODI DOSA')",1
"('MANGO ZAP', 'VEG BIRIYANI')",1
"('CHENNA - 10', 'THAMSUP')",1
"('BLACK FOREST', 'IDIYAPPAM')",1
"('DAHI PAPADI CHAT', 'PODI DOSA')",1
"('CHICKEN 65', 'POMEGRANATE JUICE')",1
"('PAPER DOSA', 'SPRITE MEDIUM')",1
"('MASALA DOSAI', 'SPRITE MEDIUM')",1
"('EGG BIRIYANI', 'EGG OMLETTE')",1
"('EGG FRIED RICE', 'WHITE CHICKEN MASALA')",1
"('BAG', 'PANEER FRIED RICE')",1
"('COKE', 'VEG FRIED RICE')",1
"('OREO MILK SHAKE', 'TOMATO RICE')",1
"('CURD RICE', 'OREO MILK SHAKE')",1
"('POORI', 'THAMSUP')",1
"('EGG FRIED RICE', 'PINE APPIE JUICE')",1
"('IDLY', 'THAMSUP')",1
"('CHILLI PARTHA', 'MILK')",1
"('BLACK FOREST', 'MANGO ZAP')",1
"('ALOO CHAT', 'COFFEE')",1
"('KALAKKI', 'VANNILA MILK SHAKE')",1
"('CHICKEN FRIED RICE', 'VANNILA MILK SHAKE')",1
"('IDIYAPPAM', 'MANGO ZAP')",1
"('DAHI PAPADI CHAT', 'WATER BOTTLE')",1
"('BONDA', 'HOT WATER')",1
"('BUTTER SCOTCH MINI', 'HOT WATER')",1
"('MASALA DOSAI', 'OMLETTE')",1
"('BLACK FOREST CONE', 'WATER BOTTLE')",1
"('IDLY', 'VENNILA CONE')",1
"('CHICKEN BIRIYANI', 'GHEE DOSA')",1
"('CHICKEN MASALA', 'DAHI PAPADI CHAT')",1
"('DAHI PAPADI CHAT', 'EGG OMLETTE')",1
"('CHANNA SAMOSA', 'SEV PURI')",1
"('CHANNA SAMOSA', 'EGG OMLETTE')",1
"('CURD VADA', 'HOT WATER')",1
"('IDLY', 'MEALS')",1
"('APPLE JUICE', 'CHICKEN PODI MASS')",1
"('DAHI PURI', 'MOSAMBI')",1
"('BISCUIT - 10', 'OREO MILK SHAKE')",1
"('EGG CHILLI PARATHA', 'MOSAMBI')",1
"('CHILLI PARTHA', 'MOSAMBI')",1
"('EGG MASALA', 'PODI ONION DOSAI')",1
"('BAAJEE', 'EGG FRIED RICE')",1
"('BISCUIT - 10', 'MINI MEALS')",1
"('HOT WATER', 'RAVA DOSA')",1
"('RAVA DOSA', 'WATER BOTTLE - 20')",1
"('OMLETTE', 'TOMATO RICE')",1
"('BAG', 'OMLETTE')",1
"('CHAPATHI -1', 'EXTRA')",1
"('MEALS', 'SPRITE MEDIUM')",1
"('CHICKEN BIRIYANI', 'EGG CHILLI PARATHA')",1
"('EXTRA', 'VENNILA CUP')",1
"('CHICKEN NOODLES', 'PRAWN FRIED RICE')",1
"('CHAPATHI -1', 'POORI - 1')",1
"('LEMON JUICE', 'POORI')",1
"('CHICKEN CHILLI PARATHA', 'SAMOSA')",1
"('COFFEE', 'COVER')",1
"('POMEGRANATE JUICE', 'SAMOSA CHAT')",1
"('CHICKEN NOODLES', 'WATER BOTTLE - 10')",1
"('COLD HORLICKS', 'TOMATO RICE')",1
"('BUTTER MILK', 'CHAPATHI -1')",1
"('GHEE PODI DOSA', 'POMEGRANATE JUICE')",1
"('BUTTER SCOTCH', 'GOBI MANCHURIAN')",1
"('PANEER MANCHURIAN', 'PANIYARAM')",1
"('CURD RICE', 'GOBI FRIED NOODLES')",1
"('BONDA', 'PONGAL')",1
"('MAAZA MINI', 'PANEER MASALA DOSA')",1
"('BUTTER SCOTCH', 'PANEER MASALA DOSA')",1
"('ALOO PARATHA', 'PODI DOSA')",1
"('BISCUIT - 5', 'CHAPATHI -1')",1
"('BAAJEE', 'CHAPATHI -1')",1
"('BHEL PURI', 'CHILLI PARTHA')",1
"('BHEL PURI', 'CHAPPATHI')",1
"('MEALS', 'SEZWAN CHICKEN FRIED RICE')",1
"('DAHI PAPADI CHAT', 'MIX CHAT')",1
"('BUTTER MILK', 'IDLY')",1
"('CHICKEN MASALA', 'IDLY')",1
"('KALAKKI', 'OREO')",1
"('GHEE DOSA', 'VENNILA CONE')",1
"('GHEE DOSA', 'OREO')",1
"('EGG OMLETTE', 'VENNILA CONE')",1
"('EGG OMLETTE', 'OREO')",1
"('CHILLI CHICKEN', 'VENNILA CONE')",1
"('CHILLI CHICKEN', 'OREO')",1
"('CHILLI CHICKEN', 'MASALA PURI')",1
"('BUTTER SCOTCH MINI', 'WATER MELON')",1
"('BUTTER SCOTCH MINI', 'PANIYARAM')",1
"('BUTTER SCOTCH MINI', 'KALAKKI')",1
"('BUTTER SCOTCH MINI', 'CHILLI CHICKEN')",1
"('BHEL PURI', 'WATER MELON')",1
"('BHEL PURI', 'VENNILA CONE')",1
"('BHEL PURI', 'OREO')",1
"('BHEL PURI', 'CHILLI CHICKEN')",1
"('BHEL PURI', 'BUTTER SCOTCH MINI')",1
"('SEZWAN CHICKEN FRIED RICE', 'WATER MELON')",1
"('MOSAMBI', 'SEZWAN CHICKEN FRIED RICE')",1
"('BOOST', 'WATER BOTTLE')",1
"('KALAKKI', 'PINE APPIE JUICE')",1
"('KALAKKI', 'VENNILA CONE')",1
"('MASALA PURI', 'OREO')",1
"('CHENNA - 10', 'EXTRA')",1
"('COLD BOOST', 'WATER BOTTLE - 20')",1
"('BUTTER MILK', 'PANEER FRIED RICE')",1
"('HOT WATER', 'TOMATO RICE')",1
"('CHICKEN BIRIYANI', 'HOT WATER')",1
"('CHENNA - 10', 'VEG FRIED RICE')",1
"('CHENNA - 10', 'EGG FRIED RICE')",1
"('SEZWAN CHICKEN FRIED RICE', 'WATER BOTTLE - 20')",1
"('BUTTER MILK', 'SPRITE MINI')",1
"('MAAZA MINI', 'MINI MEALS')",1
"('POORI - 1', 'RAVA DOSA')",1
"('MASALA PURI', 'WATER MELON')",1
"('BOURNVITA', 'ONION UTHAPPAM')",1
"('PAPER DOSA', 'POMEGRANATE JUICE')",1
"('OREO MILK SHAKE', 'WATER BOTTLE')",1
"('OREO MILK SHAKE', 'PANIYARAM')",1
"('EGG FRIED NOODLES', 'SEV PURI')",1
"('VENNILA CONE', 'WATER MELON')",1
"('PINE APPIE JUICE', 'VENNILA CONE')",1
"('OREO', 'WATER MELON')",1
"('OREO', 'PINE APPIE JUICE')",1
"('OREO', 'PANI PURI')",1
"('BOURNVITA', 'COKE MEDIUM')",1
"('CHICKEN MASALA', 'TEA')",1
"('CHICKEN 65', 'CHICKEN MASALA')",1
"('CHEESE MASALA DOSA', 'WATER BOTTLE - 20')",1
"('BOOST', 'PANEER MASALA DOSA')",1
"('BONDA', 'PANEER MASALA DOSA')",1
"('BONDA', 'CHEESE MASALA DOSA')",1
"('SAMOSA CHAT', 'VADA')",1
"('SAMOSA', 'SAMOSA CHAT')",1
"('PANEER MASALA DOSA', 'WATER BOTTLE - 10')",1
"('PANEER MASALA DOSA', 'SAMOSA CHAT')",1
"('PANEER MASALA DOSA', 'SAMOSA')",1
"('MYSORE MASALA DOSA', 'WATER BOTTLE - 10')",1
"('MYSORE MASALA DOSA', 'VADA')",1
"('MYSORE MASALA DOSA', 'SAMOSA CHAT')",1
"('MYSORE MASALA DOSA', 'PANEER MASALA DOSA')",1
"('GHEE DOSA', 'SAMOSA CHAT')",1
"('SAMOSA CHAT', 'SEV PURI')",1
"('HOT WATER', 'WATER BOTTLE - 10')",1
"('CURD VADA', 'RAVA DOSA')",1
"('CHAPATHI -1', 'CURD RICE')",1
"('APPLE JUICE', 'RASAM RICE')",1
"('CHICKEN BIRIYANI', 'PANEER FRIED RICE')",1
"('PARATHA', 'WATER BOTTLE - 20')",1
"('CHEESE MASALA DOSA', 'PANEER MASALA DOSA')",1
"('DAHI PURI', 'PANEER MASALA DOSA')",1
"('SEZWAN CHICKEN FRIED RICE', 'TEA')",1
"('PANEER MASALA DOSA', 'WATER BOTTLE - 20')",1
"('GOBI FRIED NOODLES', 'MEALS')",1
"('COKE MINI', 'TOMATO RICE')",1
"('COVER', 'VADA')",1
"('PODI ONION DOSAI', 'POMEGRANATE JUICE')",1
"('SPRITE MINI', 'TOMATO RICE')",1
"('GHEE DOSAI', 'POORI')",1
"('IDLY', 'MINI TIFFIN')",1
"('CHENNA - 10', 'TOMATO RICE')",1
"('CHENNA - 10', 'SPRITE MINI')",1
"('CHAPPATHI', 'GHEE DOSAI')",1
"('CHENNA - 10', 'SAMBAR RICE')",1
"('BUTTER SCOTCH', 'CURD RICE')",1
"('ORANGE JUICE', 'PONGAL')",1
"('BUTTER SCOTCH MILK SHAKE', 'COKE MINI')",1
"('POMEGRANATE JUICE', 'VENNILA CONE')",1
"('PANEER FRIED RICE', 'TEA')",1
"('VEG NOODLES', 'VENNILA CONE')",1
"('SEZWAN CHICKEN FRIED RICE', 'VENNILA CONE')",1
"('TEA', 'WHITE CHICKEN MASALA')",1
"('BAAJEE', 'MYSORE MASALA DOSA')",1
"('UTHAAPPAM', 'VEG FRIED RICE')",1
"('DAHI PURI', 'MYSORE MASALA DOSA')",1
"('DOSA', 'MYSORE MASALA DOSA')",1
"('HORLICKS', 'MYSORE MASALA DOSA')",1
"('MYSORE MASALA DOSA', 'PANI PURI')",1
"('CHICKEN BRIYANI', 'COFFEE')",1
"('LEMON RICE', 'WATER BOTTLE - 20')",1
"('EGG FRIED RICE', 'OREO')",1
"('EGG PODIMAS', 'SPRITE MINI')",1
"('SPRITE MINI', 'WHITE CHICKEN MASALA')",1
"('PODI DOSA', 'SEZWAN CHICKEN FRIED RICE')",1
"('CHICKEN PODI MASS', 'EGG CHILLI PARATHA')",1
"('BUTTER MILK', 'EGG CHILLI PARATHA')",1
"('CHICKEN NOODLES', 'COLD COFFEE')",1
"('LEMON JUICE', 'OREO MILK SHAKE')",1
"('CHICKEN CHILLI PARATHA', 'EXTRA')",1
"('BOURNVITA', 'PODI ONION DOSAI')",1
"('BOURNVITA', 'PAPER DOSA')",1
"('COKE', 'IDLY')",1
"('PANEER MASALA DOSA', 'PODI ONION DOSAI')",1
"('BUTTER SCOTCH', 'MASALA PURI')",1
"('MASALA PURI', 'SEZWAN CHICKEN FRIED RICE')",1
"('CHICKEN NOODLES', 'VENNILA CONE')",1
"('VADA', 'VEG NOODLES')",1
"('CHICKEN MANCHURIAN', 'VENNILA CONE')",1
"('CHICKEN MANCHURIAN', 'MASALA PURI')",1
"('CHICKEN FRIED RICE', 'VENNILA CONE')",1
"('CHICKEN 65', 'VENNILA CONE')",1
"('CHICKEN 65', 'VEG NOODLES')",1
"('BUTTER SCOTCH', 'VEG NOODLES')",1
"('BUTTER SCOTCH', 'SEZWAN CHICKEN FRIED RICE')",1
"('BUTTER SCOTCH', 'CHICKEN NOODLES')",1
"('DOSA', 'PANEER MASALA DOSA')",1
"('BUTTER SCOTCH', 'CHICKEN MANCHURIAN')",1
"('BUTTER SCOTCH', 'CHICKEN 65')",1
"('PANEER MANCHURIAN', 'PANI PURI')",1
"('MASALA DOSAI', 'SEZWAN VEG FRIED RICE')",1
"('DOSA', 'PANEER MANCHURIAN')",1
"('MASALA DOSAI', 'PANEER MANCHURIAN')",1
"('PEPPER CHICKEN', 'WHITE CHICKEN MASALA')",1
"('MASALA DOSAI', 'PARATHA')",1
"('PANEER MANCHURIAN', 'PARATHA')",1
"('GOBI FRIED NOODLES', 'VEG BIRIYANI')",1
"('CHENNA - 10', 'POMEGRANATE JUICE')",1
"('CHENNA - 10', 'WATER MELON')",1
"('GOBI FRIED RICE', 'LEMON RICE')",1
"('EGG FRIED RICE', 'PARATHA')",1
"('COLD COFFEE', 'ONION UTHAPPAM')",1
"('CHAPATHI -1', 'PANEER FRIED RICE')",1
"('CHICKEN NOODLES', 'EXTRA')",1
"('PEPPER CHICKEN', 'SAMBAR RICE')",1
"('GHEE ONION PODI DOSA', 'WATER MELON')",1
"('GHEE ONION PODI DOSA', 'POMEGRANATE JUICE')",1
"('BAAJEE', 'MEALS')",1
"('MAAZA MINI', 'SEZWAN VEG FRIED RICE')",1
"('CHICKEN BRIYANI', 'PODI DOSA')",1
"('COLD BOOST', 'EGG FRIED NOODLES')",1
"('CHICKEN BRIYANI', 'POMEGRANATE JUICE')",1
"('SEZWAN EGG FRIED RICE', 'WATER BOTTLE - 20')",1
"('SEZWAN EGG FRIED RICE', 'VENNILA CUP')",1
"('CHICKEN MANCHURIAN', 'VENNILA CUP')",1
"('CHICKEN MANCHURIAN', 'SEZWAN EGG FRIED RICE')",1
"('CHEESE MASALA DOSA', 'MOSAMBI')",1
"('HORLICKS', 'PANEER PARATHA')",1
"('MINI MEALS', 'SAMOSA')",1
"('MINI MEALS', 'THAMSUP')",1
"('DAHI PAPADI CHAT', 'WATER BOTTLE - 10')",1
"('BUTTER SCOTCH MINI', 'EXTRA')",1
"('POMEGRANATE JUICE', 'SEV PURI')",1
"('BUTTER SCOTCH', 'WATER BOTTLE - 10')",1
"('BONDA', 'SAMOSA CHAT')",1
"('BOOST', 'PANEER MANCHURIAN')",1
"('APPLE JUICE', 'CHILLI CHICKEN')",1
"('EXTRA', 'SPRITE MINI')",1
"('HORLICKS', 'SPRITE MINI')",1
"('PINE APPIE JUICE', 'VENNILA CUP')",1
"('EGG KALAKKI', 'WHITE CHICKEN MASALA')",1
"('EGG KALAKKI', 'MAAZA MINI')",1
"('ALOO PARATHA', 'MAAZA MINI')",1
"('CHICKEN MANCHURIAN', 'PANI PURI')",1
"('CHILLI CHICKEN', 'PEPPER CHICKEN')",1
"('CHICKEN MANCHURIAN', 'PEPPER CHICKEN')",1
"('BOURNVITA', 'MILK')",1
"('CHENNA - 10', 'MILK')",1
"('MASALA DOSAI', 'MASALA PURI')",1
"('CHENNA - 10', 'MASALA PURI')",1
"('BUTTER SCOTCH MINI', 'WATER BOTTLE')",1
"('OREO MILK SHAKE', 'SAMBAR RICE')",1
"('EGG MASALA', 'SAMBAR RICE')",1
"('VENNILA CUP', 'WATER BOTTLE - 10')",1
"('VENNILA CONE', 'WATER BOTTLE')",1
"('PINE APPIE JUICE', 'PONGAL')",1
"('BUTTER SCOTCH MINI', 'PONGAL')",1
"('COKE MINI', 'SAMOSA CHAT')",1
"('MASALA PURI', 'MILK')",1
"('MIX CHAT', 'POMEGRANATE JUICE')",1
"('MINI MEALS', 'VENNILA CONE')",1
"('PAROTTA', 'VADA')",1
"('SAMOSA', 'VANNILA MILK SHAKE')",1
"('HOT WATER', 'MASALA BONDA')",1
"('EGG FRIED RICE', 'TOMATO RICE')",1
"('CHILLI CHICKEN', 'MINI MEALS')",1
"('CHICKEN BRIYANI', 'MINI MEALS')",1
"('MINI MEALS', 'PANEER FRIED RICE')",1
"('TOMATO RICE', 'WATER BOTTLE - 10')",1
"('MIX PARATHA', 'TEA')",1
"('ALOO PARATHA', 'MIX PARATHA')",1
"('CHAPATHI -1', 'EGG FRIED RICE')",1
"('COLD BOOST', 'COLD HORLICKS')",1
"('CHICKEN CHILLI PARATHA', 'GHEE ONION PODI DOSA')",1
"('BISCUIT - 10', 'PAPER DOSA')",1
"('MASALA CHILI BAAJEE', 'VEG FRIED RICE')",1
"('CHAPPATHI', 'MASALA CHILI BAAJEE')",1
"('EGG FRIED NOODLES', 'EXTRA')",1
"('BAAJEE', 'EGG FRIED NOODLES')",1
"('BUTTER SCOTCH', 'UTHAAPPAM')",1
"('BUTTER MILK', 'VENNILA CUP')",1
"('GHEE DOSA', 'MASALA BONDA')",1
"('EGG KALAKKI', 'GHEE ONION PODI DOSA')",1
"('MASALA DOSAI', 'PANEER MASALA DOSA')",1
"('BONDA', 'CURD VADA')",1
"('EGG KALAKKI', 'ONION DOSAI')",1
"('CHICKEN PODI MASS', 'MASALA PURI')",1
"('GHEE ONION PODI DOSA', 'PANIYARAM')",1
"('GHEE ONION PODI DOSA', 'PANI PURI')",1
"('EGG KALAKKI', 'PANIYARAM')",1
"('EGG KALAKKI', 'PANI PURI')",1
"('COKE', 'DAHI PURI')",1
"('EGG FRIED NOODLES', 'EGG KALAKKI')",1
"('MANGO ZAP', 'VEG FRIED RICE')",1
"('COKE', 'MASALA PURI')",1
"('CHICKEN BIRIYANI', 'THAMSUP')",1
"('CHILLI PARTHA', 'MASALA PURI')",1
"('BUTTER SCOTCH MINI', 'MOSAMBI')",1
"('MAAZA', 'MASALA DOSAI')",1
"('PEPPER CHICKEN', 'SPRITE MINI')",1
"('CHAPATHI -1', 'SPRITE MINI')",1
"('PANEER FRIED RICE', 'WHITE CHICKEN MASALA')",1
"('BOOST', 'WHITE CHICKEN MASALA')",1
"('BOOST', 'PANEER FRIED RICE')",1
"('CHICKEN BRIYANI', 'EGG BIRIYANI')",1
"('LEMON RICE', 'VENNILA CONE')",1
"('CHICKEN MASALA', 'EGG BOILED')",1
"('CHAPATHI -1', 'EGG BOILED')",1
"('EGG BIRIYANI', 'GOBI FRIED RICE')",1
"('CHICKEN NOODLES', 'GOBI FRIED RICE')",1
"('CHICKEN NOODLES', 'EGG BIRIYANI')",1
"('SEZWAN CHICKEN FRIED RICE', 'SPRITE MINI')",1
"('HORLICKS', 'SAMBAR RICE')",1
"('HORLICKS', 'MINI MEALS')",1
"('LEMON JUICE', 'MINI MEALS')",1
"('BUTTER SCOTCH MINI', 'POMEGRANATE JUICE')",1
"('COKE MINI', 'PANEER MANCHURIAN')",1
"('CHICKEN 65', 'PODI DOSA')",1
"('CHICKEN NOODLES', 'EGG BOILED')",1
"('THAMSUP', 'VEG NOODLES')",1
"('SEZWAN VEG FRIED RICE', 'VEG NOODLES')",1
"('SEZWAN VEG FRIED RICE', 'THAMSUP')",1
"('CHICKEN PODI MASS', 'PEPPER CHICKEN')",1
"('BISCUIT - 10', 'BUTTER SCOTCH')",1
"('MUSK MELON', 'PINE APPIE JUICE')",1
"('BISCUIT - 10', 'COKE MEDIUM')",1
"('CHICKEN MANCHURIAN', 'EGG FRIED NOODLES')",1
"('GHEE ONION PODI DOSA', 'HORLICKS')",1
"('MASALA PURI', 'VADA')",1
"('CHAPPATHI', 'GOBI FRIED NOODLES')",1
"('APPLE JUICE', 'EXTRA')",1
"('OREO MILK SHAKE', 'VEG NOODLES')",1
"('CHILLI CHICKEN', 'OREO MILK SHAKE')",1
"('CHICKEN CHILLI PARATHA', 'OREO MILK SHAKE')",1
"('COKE MINI', 'LEMON RICE')",1
"('CURD VADA', 'LEMONJUICE')",1
"('1CHAPATHI', 'COFFEE')",1
"('CHICKEN NOODLES', 'ONION DOSAI')",1
"('BUTTER MILK', 'CHICKEN 65')",1
"('EGG BIRIYANI', 'EGG PODIMAS')",1
"('EGG PODIMAS', 'TOMATO RICE')",1
"('LEMON JUICE', 'SAMBAR VADA')",1
"('IDIYAPPAM', 'PODI DOSA')",1
"('IDLY', 'PANEER PARATHA')",1
"('CHANNA MASALA', 'ONION DOSAI')",1
"('EGG FRIED NOODLES', 'VENNILA CONE')",1
"('BUTTER SCOTCH MINI', 'COKE MEDIUM')",1
"('SEZWAN VEG FRIED RICE', 'SPRITE MINI')",1
"('PANEER FRIED RICE', 'THAMSUP')",1
"('PANEER FRIED RICE', 'SPRITE MINI')",1
"('GOBI FRIED RICE', 'THAMSUP')",1
"('BAAJEE', 'SPRITE MINI')",1
"('BONDA', 'MOSAMBI')",1
"('MAAZA', 'VENNILA CONE')",1
"('COLOURS - 25', 'TEA')",1
"('COLOURS - 25', 'DOSA')",1
"('CHAPATHI', 'CHAPPATHI')",1
"('IDLY', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('COFFEE', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('CHICKEN 65', 'IDLY')",1
"('BOOST', 'VEG FRIED RICE')",1
"('EGG FRIED RICE', 'ORANGE JUICE')",1
"('LEMONJUICE', 'SAMBAR RICE')",1
"('LEMONJUICE', 'VEG FRIED RICE')",1
"('LEMONJUICE', 'MEALS')",1
"('IDLY', 'LEMON RICE')",1
"('BOURNVITA', 'ORANGE JUICE')",1
"('BOOST', 'ORANGE JUICE')",1
"('GHEE PODI DOSA', 'PANIYARAM')",1
"('BAAJEE', 'CHICKEN NOODLES')",1
"('PINE APPIE JUICE', 'SAMBAR VADA')",1
"('MUSK MELON', 'WATER BOTTLE - 10')",1
"('BISCUIT - 5', 'MAAZA')",1
"('BAG', 'CHICKEN NOODLES')",1
"('BAG', 'PODI ONION DOSAI')",1
"('CHICKEN NOODLES', 'COLOURS - 25')",1
"('GOBI FRIED RICE', 'SEZWAN VEG FRIED RICE')",1
"('MILK', 'ONION UTHAPPAM')",1
"('ONION UTHAPPAM', 'VEG NOODLES')",1
"('COLOURS - 25', 'THAMSUP')",1
"('BHEL PURI', 'PODI ONION DOSAI')",1
"('MASALA PURI', 'WATER BOTTLE - 10')",1
"('DAHI PURI', 'WATER BOTTLE - 10')",1
"('EGG CHILLI PARATHA', 'WATER BOTTLE - 10')",1
"('BOOST', 'CHICKEN PODI MASS')",1
"('BOOST', 'CHICKEN FRIED RICE')",1
"('BUTTER SCOTCH MINI', 'COLOURS - 25')",1
"('CHICKEN NOODLES', 'PODI ONION DOSAI')",1
"('BUTTER SCOTCH MINI', 'CHICKEN NOODLES')",1
"('THAMSUP', 'WATER BOTTLE - 10')",1
"('BUTTER MILK', 'MINI MEALS')",1
"('PODI DOSA', 'VEG FRIED RICE')",1
"('APPLE JUICE', 'BUTTER SCOTCH')",1
"('LEMON JUICE', 'PODI DOSA')",1
"('DAHI PAPADI CHAT', 'EXTRA')",1
"('CHICKEN NOODLES', 'EGG KALAKKI')",1
"('EXTRA', 'PARATHA')",1
"('IDLY', 'SEV PURI')",1
"('MANGO ZAP', 'WATER MELON')",1
"('CHILLI PARTHA', 'PANI PURI')",1
"('BAAJEE', 'LEMON RICE')",1
"('BAG', 'VEG HAKKA NOODLES')",1
"('EGG BOILED', 'IDLY')",1
"('HOT WATER', 'PANEER FRIED RICE')",1
"('MASALA DOSAI', 'ORANGE JUICE')",1
"('EGG CHILLI PARATHA', 'SEV PURI')",1
"('SEZWAN CHICKEN FRIED RICE', 'WATER BOTTLE - 10')",1
"('MASALA BONDA', 'PANI PURI')",1
"('MASALA BONDA', 'MASALA PURI')",1
"('COLD HORLICKS', 'MASALA BONDA')",1
"('BOURNVITA', 'MASALA BONDA')",1
"('BOURNVITA', 'COLD HORLICKS')",1
"('PANEER FRIED RICE', 'SAMOSA')",1
"('BUTTER SCOTCH MINI', 'TOMATO RICE')",1
"('COLD HORLICKS', 'TEA')",1
"('LEMON JUICE', 'PANI PURI')",1
"('PAPER DOSA', 'WATER BOTTLE')",1
"('EGG PODIMAS', 'HOT WATER')",1
"('GOBI MANCHURIAN', 'PAROTTA')",1
"('CHANNA SAMOSA', 'COKE MINI')",1
"('CHANNA SAMOSA', 'POMEGRANATE JUICE')",1
"('CHANNA SAMOSA', 'COLD BOOST')",1
"('GHEE PODI DOSA', 'PODI ONION DOSAI')",1
"('EGG KALAKKI', 'WATER BOTTLE - 10')",1
"('EGG KALAKKI', 'SAMBAR RICE')",1
"('EGG KALAKKI', 'POMEGRANATE JUICE')",1
"('GHEE PODI DOSA', 'IDLY')",1
"('BUTTER SCOTCH', 'ONION DOSAI')",1
"('PAROTTA', 'VEG FRIED RICE')",1
"('COKE MINI', 'PARATHA')",1
"('OREO', 'VEG BIRIYANI')",1
"('GOBI MANCHURIAN', 'ONION DOSAI')",1
"('PANEER MASALA DOSA', 'PAPER DOSA')",1
"('ALOO PARATHA', 'GHEE PODI DOSA')",1
"('CHICKEN 65', 'EGG BIRIYANI')",1
"('LEMON RICE', 'WATER BOTTLE - 10')",1
"('BAAJEE', 'BAG')",1
"('COLD BOOST', 'COLD COFFEE')",1
"('BHEL PURI', 'COLD COFFEE')",1
"('BHEL PURI', 'COLD BOOST')",1
"('COLD HORLICKS', 'LEMON JUICE')",1
"('DOSA', 'EGG CHILLI PARATHA')",1
"('BISCUIT - 5', 'DOSA')",1
"('BAAJEE', 'VEG NOODLES')",1
"('SPRITE MEDIUM', 'VADA')",1
"('SAMOSA', 'SPRITE MEDIUM')",1
